[2026-07-04T14:34:48.366+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-07-04T14:34:48.425+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake_ecommerce.load_snowflake scheduled__2026-07-04T14:28:00+00:00 [queued]>
[2026-07-04T14:34:48.438+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake_ecommerce.load_snowflake scheduled__2026-07-04T14:28:00+00:00 [queued]>
[2026-07-04T14:34:48.440+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2026-07-04T14:54:18.780+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190502054760.parquet -> @products stage
[2026-07-04T14:54:19.394+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190502170454.parquet -> @products stage
[2026-07-04T14:54:20.108+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190502303499.parquet -> @products stage
[2026-07-04T14:54:20.723+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190502405079.parquet -> @products stage
[2026-07-04T14:54:21.337+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190502546241.parquet -> @products stage
[2026-07-04T14:54:21.949+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190502649759.parquet -> @products stage
[2026-07-04T14:54:22.569+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190502745424.parquet -> @products stage
[2026-07-04T14:54:23.181+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190502851296.parquet -> @products stage
[2026-07-04T14:54:23.798+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190502955929.parquet -> @products stage
[2026-07-04T14:54:24.415+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190503045958.parquet -> @products stage
[2026-07-04T14:54:25.125+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190503142286.parquet -> @products stage
[2026-07-04T14:54:25.744+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190503262680.parquet -> @products stage
[2026-07-04T14:54:26.460+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190503437051.parquet -> @products stage
[2026-07-04T14:54:27.179+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190503621225.parquet -> @products stage
[2026-07-04T14:54:27.895+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190504050565.parquet -> @products stage
[2026-07-04T14:54:28.505+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190504291341.parquet -> @products stage
[2026-07-04T14:54:29.123+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190504614889.parquet -> @products stage
[2026-07-04T14:54:29.688+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190504887386.parquet -> @products stage
[2026-07-04T14:54:30.865+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190505192020.parquet -> @products stage
[2026-07-04T14:54:31.577+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190505439553.parquet -> @products stage
[2026-07-04T14:54:32.198+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190505573608.parquet -> @products stage
[2026-07-04T14:54:32.807+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190505716004.parquet -> @products stage
[2026-07-04T14:54:33.426+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190505850966.parquet -> @products stage
[2026-07-04T14:54:34.137+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190505967480.parquet -> @products stage
[2026-07-04T14:54:34.753+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190506101610.parquet -> @products stage
[2026-07-04T14:54:35.368+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190506243447.parquet -> @products stage
[2026-07-04T14:54:35.982+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190506340877.parquet -> @products stage
[2026-07-04T14:54:36.600+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190506453754.parquet -> @products stage
[2026-07-04T14:54:37.215+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190506556574.parquet -> @products stage
[2026-07-04T14:54:37.829+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190506691743.parquet -> @products stage
[2026-07-04T14:54:38.434+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190506801449.parquet -> @products stage
[2026-07-04T14:54:39.052+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190506872556.parquet -> @products stage
[2026-07-04T14:54:39.768+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190506980128.parquet -> @products stage
[2026-07-04T14:54:40.379+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190507078916.parquet -> @products stage
[2026-07-04T14:54:41.197+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190507193188.parquet -> @products stage
[2026-07-04T14:54:41.812+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190507289697.parquet -> @products stage
[2026-07-04T14:54:42.427+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190507387573.parquet -> @products stage
[2026-07-04T14:54:43.046+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190507494529.parquet -> @products stage
[2026-07-04T14:54:43.656+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190507573522.parquet -> @products stage
[2026-07-04T14:54:44.275+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190507671898.parquet -> @products stage
[2026-07-04T14:54:45.090+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190507781409.parquet -> @products stage
[2026-07-04T14:54:45.632+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190507870532.parquet -> @products stage
[2026-07-04T14:54:46.220+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190507977690.parquet -> @products stage
[2026-07-04T14:54:46.834+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190508069384.parquet -> @products stage
[2026-07-04T14:54:47.547+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190508163584.parquet -> @products stage
[2026-07-04T14:54:48.163+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190508237766.parquet -> @products stage
[2026-07-04T14:54:48.879+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190508342202.parquet -> @products stage
[2026-07-04T14:54:49.489+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190508492801.parquet -> @products stage
[2026-07-04T14:54:50.110+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190508673144.parquet -> @products stage
[2026-07-04T14:54:50.727+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190508775644.parquet -> @products stage
[2026-07-04T14:54:51.337+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190508877456.parquet -> @products stage
[2026-07-04T14:54:51.956+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190508994332.parquet -> @products stage
[2026-07-04T14:54:52.571+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190509106065.parquet -> @products stage
[2026-07-04T14:54:53.287+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190509209313.parquet -> @products stage
[2026-07-04T14:54:54.004+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190509309055.parquet -> @products stage
[2026-07-04T14:54:54.615+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190509413119.parquet -> @products stage
[2026-07-04T14:54:55.235+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190509505797.parquet -> @products stage
[2026-07-04T14:54:55.847+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190509612685.parquet -> @products stage
[2026-07-04T14:54:56.463+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190509726741.parquet -> @products stage
[2026-07-04T14:54:57.077+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190509821495.parquet -> @products stage
[2026-07-04T14:54:57.691+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190509925285.parquet -> @products stage
[2026-07-04T14:54:58.301+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190510021890.parquet -> @products stage
[2026-07-04T14:54:58.917+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190510121914.parquet -> @products stage
[2026-07-04T14:54:59.536+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190510227667.parquet -> @products stage
[2026-07-04T14:55:00.148+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190510348300.parquet -> @products stage
[2026-07-04T14:55:00.764+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190510449301.parquet -> @products stage
[2026-07-04T14:55:01.477+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190510538653.parquet -> @products stage
[2026-07-04T14:55:02.091+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190510627206.parquet -> @products stage
[2026-07-04T14:55:02.705+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190510747407.parquet -> @products stage
[2026-07-04T14:55:03.319+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190510908621.parquet -> @products stage
[2026-07-04T14:55:03.933+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190511040601.parquet -> @products stage
[2026-07-04T14:55:04.549+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190511161902.parquet -> @products stage
[2026-07-04T14:55:05.111+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190511256877.parquet -> @products stage
[2026-07-04T14:55:05.675+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190511353807.parquet -> @products stage
[2026-07-04T14:55:06.291+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190511446548.parquet -> @products stage
[2026-07-04T14:55:06.906+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190511550824.parquet -> @products stage
[2026-07-04T14:55:07.522+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190511637025.parquet -> @products stage
[2026-07-04T14:55:08.135+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190511742928.parquet -> @products stage
[2026-07-04T14:55:08.750+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190511838875.parquet -> @products stage
[2026-07-04T14:55:09.464+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190511942705.parquet -> @products stage
[2026-07-04T14:55:10.079+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190512035616.parquet -> @products stage
[2026-07-04T14:55:10.694+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190512125046.parquet -> @products stage
[2026-07-04T14:55:11.512+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190512246186.parquet -> @products stage
[2026-07-04T14:55:12.128+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190512346480.parquet -> @products stage
[2026-07-04T14:55:12.637+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190512441264.parquet -> @products stage
[2026-07-04T14:55:13.256+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190512540267.parquet -> @products stage
[2026-07-04T14:55:13.968+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190512622559.parquet -> @products stage
[2026-07-04T14:55:14.583+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190512716557.parquet -> @products stage
[2026-07-04T14:55:15.197+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190512801660.parquet -> @products stage
[2026-07-04T14:55:15.816+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190512900356.parquet -> @products stage
[2026-07-04T14:55:16.533+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190513013788.parquet -> @products stage
[2026-07-04T14:55:17.148+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190513116275.parquet -> @products stage
[2026-07-04T14:55:17.762+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190513210738.parquet -> @products stage
[2026-07-04T14:55:18.372+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190513321105.parquet -> @products stage
[2026-07-04T14:55:18.986+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190513442567.parquet -> @products stage
[2026-07-04T14:55:19.606+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190513548161.parquet -> @products stage
[2026-07-04T14:55:20.222+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190513640606.parquet -> @products stage
[2026-07-04T14:55:20.831+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190513737204.parquet -> @products stage
[2026-07-04T14:55:21.447+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190513840427.parquet -> @products stage
[2026-07-04T14:55:22.015+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190513956310.parquet -> @products stage
[2026-07-04T14:55:22.673+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190514057768.parquet -> @products stage
[2026-07-04T14:55:23.290+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190514155388.parquet -> @products stage
[2026-07-04T14:55:23.905+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190514235212.parquet -> @products stage
[2026-07-04T14:55:24.518+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190514334334.parquet -> @products stage
[2026-07-04T14:55:25.136+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190514421011.parquet -> @products stage
[2026-07-04T14:55:25.853+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190514515520.parquet -> @products stage
[2026-07-04T14:55:26.463+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190514590384.parquet -> @products stage
[2026-07-04T14:55:27.082+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190514690576.parquet -> @products stage
[2026-07-04T14:55:27.698+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190514785355.parquet -> @products stage
[2026-07-04T14:55:28.308+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190514870752.parquet -> @products stage
[2026-07-04T14:55:28.923+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190514950211.parquet -> @products stage
[2026-07-04T14:55:29.537+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190515046462.parquet -> @products stage
[2026-07-04T14:55:30.662+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190515141982.parquet -> @products stage
[2026-07-04T14:55:31.280+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190515226227.parquet -> @products stage
[2026-07-04T14:55:31.995+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190515304938.parquet -> @products stage
[2026-07-04T14:55:32.608+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190515402338.parquet -> @products stage
[2026-07-04T14:55:33.224+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190515494081.parquet -> @products stage
[2026-07-04T14:55:33.841+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190515575649.parquet -> @products stage
[2026-07-04T14:55:34.453+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190515659247.parquet -> @products stage
[2026-07-04T14:55:35.069+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190515759494.parquet -> @products stage
[2026-07-04T14:55:35.685+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190515849188.parquet -> @products stage
[2026-07-04T14:55:36.299+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190515918082.parquet -> @products stage
[2026-07-04T14:55:36.913+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190516001141.parquet -> @products stage
[2026-07-04T14:55:37.630+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190516068757.parquet -> @products stage
[2026-07-04T14:55:38.338+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190516159940.parquet -> @products stage
[2026-07-04T14:55:38.952+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190516240847.parquet -> @products stage
[2026-07-04T14:55:39.565+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190516338318.parquet -> @products stage
[2026-07-04T14:55:40.180+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190516432070.parquet -> @products stage
[2026-07-04T14:55:40.795+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190516514146.parquet -> @products stage
[2026-07-04T14:55:41.412+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190516584884.parquet -> @products stage
[2026-07-04T14:55:42.024+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190516663229.parquet -> @products stage
[2026-07-04T14:55:42.640+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190516736911.parquet -> @products stage
[2026-07-04T14:55:43.256+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190516809117.parquet -> @products stage
[2026-07-04T14:55:43.968+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190516893225.parquet -> @products stage
[2026-07-04T14:55:44.586+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190516966196.parquet -> @products stage
[2026-07-04T14:55:45.199+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190517049810.parquet -> @products stage
[2026-07-04T14:55:45.817+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190517117280.parquet -> @products stage
[2026-07-04T14:55:46.533+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190517205576.parquet -> @products stage
[2026-07-04T14:55:47.147+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190517284781.parquet -> @products stage
[2026-07-04T14:55:47.720+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190517358607.parquet -> @products stage
[2026-07-04T14:55:48.377+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190517450282.parquet -> @products stage
[2026-07-04T14:55:48.990+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190517532726.parquet -> @products stage
[2026-07-04T14:55:49.607+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190517636065.parquet -> @products stage
[2026-07-04T14:55:50.215+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190517733416.parquet -> @products stage
[2026-07-04T14:55:50.831+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190517842694.parquet -> @products stage
[2026-07-04T14:55:51.450+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190517934715.parquet -> @products stage
[2026-07-04T14:55:52.063+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190518047058.parquet -> @products stage
[2026-07-04T14:55:52.678+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190518132327.parquet -> @products stage
[2026-07-04T14:55:53.291+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190518233300.parquet -> @products stage
[2026-07-04T14:55:53.905+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190518338770.parquet -> @products stage
[2026-07-04T14:55:54.518+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190518424499.parquet -> @products stage
[2026-07-04T14:55:55.135+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190518506977.parquet -> @products stage
[2026-07-04T14:55:55.748+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190518606228.parquet -> @products stage
[2026-07-04T14:55:56.465+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190518706044.parquet -> @products stage
[2026-07-04T14:55:57.078+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190518804661.parquet -> @products stage
[2026-07-04T14:55:57.696+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190518900595.parquet -> @products stage
[2026-07-04T14:55:58.307+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190518988924.parquet -> @products stage
[2026-07-04T14:55:58.923+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190519088455.parquet -> @products stage
[2026-07-04T14:55:59.536+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190519182190.parquet -> @products stage
[2026-07-04T14:56:00.153+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190519281165.parquet -> @products stage
[2026-07-04T14:56:00.769+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190519394383.parquet -> @products stage
[2026-07-04T14:56:01.482+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190519505484.parquet -> @products stage
[2026-07-04T14:56:02.095+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190519614921.parquet -> @products stage
[2026-07-04T14:56:02.710+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190519723196.parquet -> @products stage
[2026-07-04T14:56:03.324+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190519837769.parquet -> @products stage
[2026-07-04T14:56:03.939+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190519952979.parquet -> @products stage
[2026-07-04T14:56:04.554+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190520082937.parquet -> @products stage
[2026-07-04T14:56:05.168+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190520188294.parquet -> @products stage
[2026-07-04T14:56:05.782+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190520289674.parquet -> @products stage
[2026-07-04T14:56:06.396+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190520393504.parquet -> @products stage
[2026-07-04T14:56:07.011+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190520500027.parquet -> @products stage
[2026-07-04T14:56:07.626+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190520633450.parquet -> @products stage
[2026-07-04T14:56:08.190+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190520778651.parquet -> @products stage
[2026-07-04T14:56:08.678+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190520903227.parquet -> @products stage
[2026-07-04T14:56:09.365+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190521046609.parquet -> @products stage
[2026-07-04T14:56:09.981+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190521217705.parquet -> @products stage
[2026-07-04T14:56:10.596+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190521389335.parquet -> @products stage
[2026-07-04T14:56:11.213+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190521542750.parquet -> @products stage
[2026-07-04T14:56:11.825+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190521706212.parquet -> @products stage
[2026-07-04T14:56:12.438+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190521940266.parquet -> @products stage
[2026-07-04T14:56:13.054+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190522151590.parquet -> @products stage
[2026-07-04T14:56:13.668+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190522315513.parquet -> @products stage
[2026-07-04T14:56:14.282+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190522444092.parquet -> @products stage
[2026-07-04T14:56:14.900+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190522673116.parquet -> @products stage
[2026-07-04T14:56:15.511+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190522841650.parquet -> @products stage
[2026-07-04T14:56:16.131+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190522988838.parquet -> @products stage
[2026-07-04T14:56:16.642+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190523105919.parquet -> @products stage
[2026-07-04T14:56:17.360+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190523291180.parquet -> @products stage
[2026-07-04T14:56:17.973+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190523528699.parquet -> @products stage
[2026-07-04T14:56:18.588+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190523795135.parquet -> @products stage
[2026-07-04T14:56:19.306+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190523929735.parquet -> @products stage
[2026-07-04T14:56:19.920+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190524114956.parquet -> @products stage
[2026-07-04T14:56:20.533+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190524299317.parquet -> @products stage
[2026-07-04T14:56:21.145+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190524447589.parquet -> @products stage
[2026-07-04T14:56:21.763+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190524632059.parquet -> @products stage
[2026-07-04T14:56:22.378+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190524814315.parquet -> @products stage
[2026-07-04T14:56:22.993+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190525025845.parquet -> @products stage
[2026-07-04T14:56:23.705+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/products_190525196127.parquet -> @products stage
